Data,ca.f,cb.f,cc.f,ck.f,cl.f,ct.f,dl.f,fi.f,gc.f,gf.f,he.f,hg.f,ho.f,kc.f,ke.f,le.f,lf.f,ls.f,lu.f,mw.f,ng.f,oj.f,pa.f,pl.f,rb.f,rm.f,rs.f,sb.f,si.f,sw.f,tr.f,ux.f,xr.f,zc.f,zk.f,zl.f,zm.f,zo.f,zr.f,zs.f,zw.f
2000-02-01,521.0,26.39,763.0,,28.22,57.13,10.06,,285.4,85.6,60.525,84.3,0.7719,111.65,285.0,72.8,221.25,342.9,,317.75,2.699,80.45,492.55,452.9,0.7767,,261.2,5.39,525.3,166.2,,,,222.0,,16.48,161.8,111.75,5.79,510.0,258.0
2000-02-02,530.0,25.93,766.0,,27.55,57.08,10.06,,287.7,84.78,59.775,82.25,0.7553,112.25,285.0,71.975,222.0,347.2,,316.25,2.759,81.15,502.25,466.2,0.7668,,259.3,5.5,524.0,167.4,,,,220.75,,16.19,162.1,111.25,5.7,507.5,257.25
2000-02-03,533.0,26.66,774.0,,28.03,56.09,10.01,,289.9,85.22,60.925,82.6,0.779,112.95,281.25,72.425,,357.2,,313.25,2.659,81.8,514.05,474.8,,,256.3,5.61,528.8,169.7,,,,218.0,,15.96,159.7,110.0,5.63,501.0,253.75
2000-02-04,535.0,27.07,765.0,,28.82,56.08,9.65,,313.0,84.85,61.15,82.75,0.7878,112.9,284.75,72.425,225.5,353.2,,315.25,2.742,80.9,525.0,479.5,0.7983,,253.7,5.79,557.2,173.5,,,,219.75,,15.82,162.7,110.5,5.56,505.5,257.0
2000-02-07,536.0,26.88,814.0,,28.45,56.18,9.75,,304.5,84.82,61.38,82.7,0.7581,111.7,286.75,72.75,227.0,350.6,,317.25,2.56,81.2,540.9,474.3,0.7862,,254.0,5.66,528.0,173.0,,,,221.5,,15.97,162.1,111.0,5.59,506.5,258.75
2000-02-08,533.0,26.37,796.0,,28.02,55.3,9.7,,301.7,84.25,59.85,82.0,0.7284,108.55,287.25,72.07,222.0,353.7,,317.75,2.49,83.65,579.8,498.5,0.7748,,251.7,5.53,534.0,170.8,,,,221.25,,15.76,160.5,109.25,5.69,500.25,259.25
2000-02-09,538.0,26.92,810.0,,28.77,55.8,9.7,,308.6,83.45,58.95,82.2,0.746,107.7,293.25,71.68,220.75,351.3,,321.25,2.54,82.9,590.2,529.6,0.7966,,253.1,5.67,543.0,169.8,,,,222.5,,15.79,162.4,108.5,5.68,503.75,265.5
2000-02-10,537.0,27.48,805.0,,29.43,57.54,9.68,,318.7,83.28,59.1,84.95,0.7446,108.75,301.25,71.3,220.75,351.5,,328.5,2.59,83.4,580.0,517.9,0.8175,,256.2,5.66,543.0,170.7,,,,225.5,,16.26,167.0,110.25,5.97,513.0,271.75
2000-02-11,536.0,27.82,794.0,,29.44,56.97,9.6,,313.6,83.53,59.4,84.5,0.7424,111.55,298.5,71.03,217.5,356.4,,324.25,2.57,87.3,598.85,526.4,0.8107,,253.8,5.67,535.0,170.6,,,,221.75,,15.95,164.2,109.0,5.95,505.25,269.5
2000-02-14,528.0,27.13,775.0,,30.25,57.26,9.61,,311.0,83.22,57.4,84.4,0.757,107.75,299.25,70.62,220.0,351.8,,324.0,2.54,86.4,605.5,517.2,0.8341,,258.9,5.4,527.0,170.9,,,,222.25,,15.89,164.5,109.25,5.91,505.0,268.75
2000-02-15,532.0,27.13,785.0,,30.06,55.74,9.61,,304.1,82.88,56.03,82.7,0.752,108.65,296.5,70.62,219.75,345.2,,324.0,2.62,86.6,655.0,527.9,0.8376,,258.0,5.3,526.0,166.5,,,,222.25,,15.79,166.3,108.75,5.82,508.75,266.0
2000-02-16,531.0,27.37,800.0,,30.05,55.4,9.6,,305.0,83.03,57.35,82.8,0.7621,107.55,295.75,70.88,223.5,340.3,,323.5,2.56,84.0,711.15,542.4,0.8454,,258.6,5.11,530.0,167.8,,,,223.0,,15.92,164.9,108.5,5.72,507.5,265.25
2000-02-17,537.0,26.67,809.0,,29.46,55.47,9.61,,303.8,83.47,57.05,83.6,0.7506,108.05,304.5,71.12,220.5,339.3,,322.0,2.67,84.05,705.55,529.4,0.8349,,257.8,5.22,526.0,167.4,,,,229.75,,15.77,169.1,107.5,5.69,508.0,262.5
2000-02-18,539.0,26.22,815.0,,29.51,57.09,9.6,,307.3,83.1,57.22,83.2,0.7545,106.15,305.75,70.9,219.75,340.0,,322.75,2.63,82.35,693.25,503.2,0.8267,,259.4,5.17,528.0,166.6,,,,228.75,,15.99,171.5,108.75,5.74,514.5,264.75
2000-02-21,533.0,25.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.6,,,,,,,,,,,
2000-02-22,530.0,26.58,795.0,,28.92,58.8,9.55,,307.7,82.3,57.65,82.75,0.7487,104.35,305.0,69.88,213.0,332.8,,321.75,2.52,83.45,816.8,509.3,0.8449,,263.6,5.24,529.0,167.9,,,,228.0,,16.11,170.5,108.75,5.68,513.0,262.25
2000-02-23,531.0,27.06,806.0,,29.39,58.42,9.55,,302.4,82.6,56.2,83.9,0.7613,104.75,298.0,70.35,217.5,332.2,,314.5,2.53,83.5,713.0,471.9,0.8462,,258.1,5.24,526.0,167.7,,,,223.25,,15.91,163.9,107.75,5.62,499.75,254.75
2000-02-24,533.0,27.37,791.0,,29.97,58.15,9.56,,300.9,82.93,57.05,83.4,0.7802,103.15,297.5,70.97,219.25,335.0,,326.5,2.55,84.4,693.4,468.0,0.8505,,259.6,5.2,517.0,168.2,,,,224.75,,16.04,166.1,109.0,5.69,504.5,254.75
2000-02-25,512.0,27.48,759.0,,30.35,56.88,9.56,,294.6,84.4,57.65,82.75,0.8288,99.35,289.0,71.32,227.25,334.5,,321.5,2.62,86.9,686.0,452.1,0.8626,,256.3,4.99,509.0,166.8,,,,221.5,,15.7,163.9,108.75,5.62,497.0,248.0
2000-02-28,508.0,27.41,765.0,,30.13,57.58,9.56,,294.2,84.8,58.35,79.4,0.8167,102.1,286.25,71.47,226.75,336.0,,317.5,2.69,85.9,718.7,465.1,0.9138,,253.8,4.88,511.0,166.3,,,,220.75,,15.66,164.6,108.75,5.57,497.75,244.5
2000-02-29,525.0,28.09,778.0,,30.43,56.6,9.85,,294.2,84.55,58.08,79.8,0.7645,100.4,288.0,71.18,230.0,330.2,,320.25,2.76,82.55,710.0,471.7,0.9358,,254.6,4.99,511.0,167.6,,9.31,,224.0,,15.83,165.3,111.75,5.54,501.25,247.0
2000-03-01,536.0,29.06,788.0,,31.77,59.5,9.95,,293.3,84.95,58.0,80.3,0.7967,101.9,287.75,71.97,233.75,340.2,,321.0,2.82,83.75,682.9,467.2,0.9938,,253.7,5.08,513.0,168.7,,,,223.0,,15.84,164.1,111.75,5.65,496.5,247.75
2000-03-02,567.0,29.22,821.0,,31.69,58.65,9.85,,289.7,85.28,58.28,79.7,0.7946,105.85,286.0,72.53,238.0,341.9,,320.0,2.78,84.75,658.9,452.5,0.988,,253.5,4.96,506.0,168.2,,,,224.0,,15.96,165.9,112.0,5.66,501.5,247.25
2000-03-03,586.0,28.99,845.0,,31.51,59.05,9.78,,290.3,85.43,59.35,80.3,0.7889,105.4,286.75,72.97,,343.5,,321.0,2.83,83.65,650.0,463.5,,,254.8,5.05,515.0,168.6,,,,225.5,,16.38,165.6,112.5,5.63,504.0,247.5
2000-03-06,582.0,29.63,842.0,,32.18,59.4,9.8,,289.4,85.22,60.15,80.45,0.7945,106.8,288.25,72.85,241.25,340.8,,322.75,2.85,82.6,650.0,464.1,0.9825,,256.6,5.04,511.0,168.2,,,,228.75,,16.51,167.7,113.25,5.66,508.25,249.75
2000-03-07,594.0,31.9,859.0,,34.13,59.65,9.8,,293.7,84.97,59.6,79.45,0.8238,108.75,287.75,72.45,253.0,337.8,,321.25,2.8,81.8,665.5,469.0,1.0191,,256.1,5.07,512.0,168.6,,,,225.25,,16.29,165.7,111.5,5.7,502.25,250.0
2000-03-08,586.0,28.8,862.0,,31.26,60.5,9.77,,290.4,84.75,59.45,78.95,0.7531,108.0,290.25,72.32,248.75,336.7,,321.5,2.71,82.45,704.7,468.2,0.9518,,256.5,5.12,512.0,170.3,,,,226.25,,16.37,167.8,112.5,5.7,505.5,252.0
2000-03-09,591.0,29.29,852.0,,31.69,63.01,9.62,,292.7,84.7,60.75,79.9,0.7646,107.7,293.0,72.55,234.0,339.9,,323.0,2.79,83.25,687.0,468.5,0.988,,256.3,5.16,514.0,171.8,,,,227.25,,16.23,168.2,112.5,5.69,507.0,254.25
2000-03-10,580.0,28.94,849.0,,31.76,63.6,9.62,,290.0,84.78,62.05,79.15,0.7454,106.45,289.0,72.6,234.0,339.6,,320.5,2.77,82.7,700.0,470.7,0.9942,,252.9,5.22,511.0,173.3,,,,226.75,,16.2,166.3,111.75,5.82,500.0,250.0
2000-03-13,582.0,28.89,869.0,,32.02,63.21,9.58,,291.5,84.25,61.9,79.0,0.7545,106.4,291.5,72.45,222.75,341.6,,322.75,2.86,82.9,685.0,477.0,0.9911,,257.5,5.42,511.0,174.5,,,,230.75,,16.47,171.3,114.5,5.74,513.25,253.75
2000-03-14,597.0,28.34,883.0,,31.69,63.36,9.58,,289.7,83.5,71.15,80.3,0.7368,102.75,299.0,72.47,218.25,342.3,,329.25,2.81,84.0,690.0,478.1,0.9679,,264.4,5.28,513.0,173.5,,,,238.0,,17.02,172.5,120.0,5.79,530.0,271.0
2000-03-15,609.0,27.53,898.0,,30.72,63.22,9.58,,289.6,83.68,70.9,81.1,0.7171,103.15,297.25,72.78,211.0,338.7,,326.25,2.87,85.55,699.0,478.3,0.9328,,261.2,5.25,516.0,172.6,,,,236.0,,16.85,170.0,119.75,5.81,525.0,268.75
2000-03-16,616.0,26.78,935.0,,31.09,62.54,9.58,,287.0,83.22,70.35,81.95,0.7203,106.65,295.5,72.12,214.5,335.9,,325.25,2.85,85.9,713.0,481.7,0.9398,,263.9,5.34,512.0,173.0,,,,235.25,,16.94,170.0,120.5,5.86,525.5,266.25
2000-03-17,603.0,26.56,898.0,,30.91,62.69,9.55,,285.0,82.95,70.93,81.45,0.7172,106.35,299.75,71.93,217.5,334.5,,327.75,2.79,86.2,710.0,484.8,0.9343,,271.1,5.27,513.0,172.8,,,,240.75,,17.85,171.8,122.0,5.91,537.5,272.25
2000-03-20,583.0,25.21,857.0,,29.43,61.14,9.55,,286.5,83.4,71.0,80.75,0.6808,103.25,294.75,72.2,209.25,334.6,,324.5,2.71,84.55,678.4,487.2,0.8899,,263.3,5.13,507.0,170.4,,,,235.75,,17.46,167.7,121.5,5.82,525.75,266.25
2000-03-21,566.0,25.72,868.0,,27.81,61.38,9.55,,290.4,83.57,70.65,81.85,0.6876,104.2,289.25,72.45,209.0,337.3,,321.5,2.75,83.85,655.0,491.6,0.8945,,261.2,5.2,516.0,171.2,,,,232.0,,17.27,169.4,120.75,5.7,526.75,260.25
2000-03-22,578.0,25.4,871.0,,27.46,59.86,9.55,,288.3,84.12,70.35,81.7,0.6967,105.8,288.0,73.12,210.25,332.8,,324.5,2.79,83.9,652.05,493.8,0.9002,,263.0,5.25,516.0,171.5,,,,234.5,,17.5,170.4,122.0,5.75,531.0,261.75
2000-03-23,575.0,25.48,876.0,,27.31,59.04,9.55,,285.4,84.28,69.95,81.8,0.7121,102.1,280.25,69.4,208.25,324.9,,320.25,2.85,84.15,642.0,478.6,0.9191,,260.4,5.45,512.0,174.1,,,,230.25,,17.16,168.3,119.75,5.66,522.0,256.25
2000-03-24,550.0,25.91,840.0,,28.02,58.81,9.55,,285.1,84.38,70.53,81.1,0.7487,103.15,278.0,69.4,213.75,324.0,,320.5,2.84,82.55,618.0,478.7,0.9489,,262.2,5.38,515.0,172.6,,,,232.0,,17.4,170.1,120.5,5.72,530.75,252.75
2000-03-27,540.0,25.68,797.0,,27.79,59.25,9.55,,280.5,84.57,71.93,80.25,0.7373,103.15,289.5,69.72,211.0,325.0,,322.0,2.91,82.5,614.75,475.5,0.9469,,262.9,5.47,512.0,174.6,,,,232.5,,17.6,169.2,121.75,5.92,531.5,254.5
2000-03-28,549.0,25.51,815.0,,27.09,59.1,9.55,,282.2,84.78,72.43,80.4,0.7416,104.5,285.5,69.95,211.25,317.8,,318.25,2.96,82.55,615.55,479.3,0.9518,,262.2,5.41,510.0,174.7,,,,225.0,,17.5,167.7,118.5,5.7,526.5,249.75
2000-03-29,567.0,24.4,796.0,,26.45,57.95,9.55,,278.7,83.85,72.4,80.7,0.7251,103.9,287.0,68.78,203.5,321.2,,317.5,2.91,82.3,610.0,474.7,0.9129999999999999,,264.6,5.42,498.0,176.1,,,,227.0,,17.79,167.7,118.5,5.76,529.0,251.25
2000-03-30,547.0,24.63,794.0,,26.7,57.57,9.63,,279.1,83.9,73.55,80.75,0.7348,103.5,291.0,68.8,204.0,321.0,,321.0,2.87,82.1,602.8,479.0,0.894,,267.8,5.55,498.0,178.7,,,,233.25,,17.88,170.8,121.0,5.83,537.5,255.5
2000-03-31,588.0,24.77,800.0,,26.9,58.3,9.6,,281.4,83.93,73.15,80.5,0.6865,103.7,297.75,68.97,204.0,324.7,,327.0,2.94,81.8,595.5,487.9,0.9169,,267.7,5.9,505.0,183.8,,9.14,,236.0,,18.31,172.2,122.25,5.84,545.5,262.25
2000-04-03,571.0,24.51,784.0,,26.43,58.39,9.62,,280.4,83.9,73.28,80.25,0.6726,102.1,295.0,69.15,,326.5,,322.5,2.89,83.3,582.0,489.7,,,277.7,5.91,506.0,185.3,,,,234.25,,18.54,172.2,123.0,5.73,546.5,257.75
2000-04-04,587.0,23.65,809.0,,25.45,57.21,9.62,,286.6,83.18,72.45,79.3,0.6436,100.1,292.75,68.68,201.25,319.5,,321.25,2.82,82.2,592.35,507.9,0.7993,,269.5,5.81,516.0,183.7,,,,232.0,,18.39,168.5,122.25,5.64,538.5,255.75
2000-04-05,595.0,23.75,841.0,,25.83,56.41,9.62,,283.8,83.75,72.32,79.1,0.6615,101.8,292.25,69.1,205.0,326.5,,324.25,2.89,81.3,595.7,502.4,0.7946,,277.4,6.02,514.0,187.6,,,,232.0,,18.48,170.6,122.5,5.65,543.0,256.25
2000-04-06,604.0,23.45,855.0,,25.69,55.68,9.57,,282.7,83.8,72.53,76.35,0.66,100.85,290.75,68.75,207.0,325.6,,322.5,2.96,81.05,586.0,492.5,0.8,,272.9,5.92,513.0,188.0,,,,227.0,,17.84,168.2,120.75,5.58,531.0,253.75
2000-04-07,599.0,22.58,841.0,,25.04,56.29,9.56,,282.5,84.0,74.0,76.85,0.6479,99.6,295.0,69.1,204.5,323.8,,323.5,2.97,81.5,579.0,462.9,0.7888,,274.5,5.81,512.0,186.2,,,,237.75,,17.97,170.9,122.25,5.64,538.75,258.5
2000-04-10,595.0,21.3,842.0,,23.85,55.99,9.53,,284.0,84.5,74.4,77.55,0.6316,96.65,289.25,69.12,200.75,319.2,,321.25,2.97,82.7,555.0,473.6,0.7566,,274.0,5.8,517.0,184.8,,,,235.5,,17.77,169.3,122.25,5.63,532.0,252.75
2000-04-11,599.0,21.67,836.0,,24.14,54.95,9.52,,283.7,84.75,73.38,78.0,0.6356,96.55,287.25,69.28,203.75,315.7,,321.0,2.95,82.35,565.2,475.1,0.7537,,272.7,5.95,514.0,184.7,,,,231.75,,17.73,167.8,120.5,5.53,528.0,252.75
2000-04-12,596.0,23.12,836.0,,25.41,55.75,9.51,,283.5,84.53,75.07,77.75,0.6732,94.2,290.5,69.15,203.75,317.2,,321.75,3.02,84.35,562.0,477.3,0.8001,,275.8,6.03,515.0,186.0,,,,234.0,,18.34,170.9,121.25,5.53,537.5,255.5
2000-04-13,599.0,22.79,851.0,,25.38,56.82,9.45,,283.2,84.62,75.05,77.0,0.6765,94.7,293.0,69.45,199.25,308.5,,323.25,3.09,84.5,560.7,480.8,0.8057,,278.8,6.21,518.0,190.8,,,,236.25,,18.66,169.8,123.5,5.55,538.25,257.75
2000-04-14,595.0,22.41,846.0,,25.57,56.43,9.43,,284.6,84.6,75.18,75.35,0.664,95.95,291.0,69.35,199.0,309.6,,321.0,3.08,82.5,580.95,487.6,0.7982,,275.1,6.35,518.0,189.5,,,,235.0,,18.54,169.7,123.5,5.57,532.5,255.75
2000-04-17,598.0,22.74,866.0,,25.89,56.92,9.44,,284.2,84.28,74.35,74.35,0.6947,96.15,289.0,68.97,201.0,309.1,,319.0,3.16,84.8,577.5,475.1,0.8198,,276.1,6.6,514.0,191.5,,,,232.5,,18.46,169.2,122.5,5.53,531.5,253.25
2000-04-18,621.0,23.05,876.0,,26.11,57.3,9.47,,283.0,84.47,75.65,76.45,0.7078,98.0,289.0,69.28,205.0,304.5,,318.0,3.1,84.6,585.15,478.3,0.8286,,279.8,6.45,514.0,197.0,,,,233.5,,18.74,169.8,122.5,5.53,534.0,252.25
2000-04-19,609.0,23.77,846.0,,25.8,56.62,9.46,,282.5,84.3,76.05,76.9,0.7685,99.4,290.25,69.53,209.5,302.7,,318.75,3.06,83.65,574.3,471.8,0.8533,,278.1,6.54,513.0,198.1,,,,236.75,,18.94,170.2,125.0,5.34,537.5,253.0
2000-04-20,600.0,23.83,838.0,,25.88,56.42,9.47,,281.5,84.03,76.7,76.6,0.7572,101.6,290.5,69.07,210.75,298.3,,319.5,3.07,83.0,562.1,462.8,0.8552,,277.5,6.55,500.0,199.4,,,,235.75,,18.94,170.1,125.75,5.33,536.25,251.0
2000-04-24,,,805.0,,26.04,56.72,9.47,,281.2,83.9,77.47,76.6,0.7529,97.75,290.5,69.28,,293.7,,318.75,3.14,82.5,565.4,440.3,0.8519,,281.7,6.49,495.0,,,,,236.75,,18.91,175.1,125.75,5.58,544.0,250.75
2000-04-25,588.0,23.33,804.0,,25.33,56.3,9.47,,279.8,84.0,77.35,78.95,0.7505,98.5,290.5,69.65,207.0,295.7,,330.0,3.11,81.25,578.75,443.0,0.8232,,281.8,6.47,501.0,197.8,,,,239.5,,18.75,175.4,126.0,5.53,543.0,252.25
2000-04-26,585.0,22.98,800.0,,24.65,56.6,9.45,,277.1,84.22,77.47,79.2,0.7586,97.5,286.75,69.72,206.0,302.8,,327.5,3.09,81.75,574.9,438.1,0.8029,,280.3,6.37,500.0,196.5,,,,236.5,,18.46,175.4,125.25,5.56,540.25,248.5
2000-04-27,570.0,23.76,782.0,,25.42,56.45,9.45,,278.4,84.32,77.05,79.65,0.7505,97.45,282.5,69.4,208.5,297.9,,324.5,3.06,80.0,590.8,462.1,0.8238,,276.3,6.37,501.0,195.9,,,,234.25,,18.09,173.7,124.0,5.53,532.5,241.0
2000-04-28,566.0,23.89,774.0,,25.74,55.71,9.65,,274.7,84.82,76.65,79.6,0.6719,98.0,281.75,69.28,211.5,299.5,,325.75,3.14,79.75,620.6,498.7,0.8259,,274.2,6.64,501.0,198.1,,8.5,,232.0,,18.05,171.4,125.75,5.46,526.5,242.25
2000-05-01,,,791.0,,25.87,56.3,9.65,,274.8,84.35,76.45,80.0,0.6744,103.55,289.75,68.72,,301.8,,332.0,3.22,83.5,630.0,498.3,0.8327,,282.0,6.53,508.0,,,,,244.0,,18.59,181.4,129.5,5.55,555.0,251.0
2000-05-02,583.0,25.08,797.0,,26.89,57.75,9.63,,277.0,85.47,76.28,82.15,0.6947,102.5,290.25,68.9,216.0,295.9,,335.25,3.22,84.4,599.0,483.2,0.8862,,281.1,6.4,508.0,194.4,,,,246.25,,18.54,180.8,130.5,5.41,554.25,254.25
2000-05-03,580.0,25.0,802.0,,26.75,56.95,9.6,,279.1,84.7,74.28,81.85,0.6773,97.2,294.5,68.9,,298.4,,340.75,3.13,81.35,593.25,471.9,,,284.6,6.4,508.0,194.3,,,,250.75,,18.58,183.8,132.25,5.42,560.75,260.0
2000-05-04,587.0,25.15,802.0,,26.98,56.8,9.61,,281.2,84.45,74.85,81.95,0.682,99.95,299.75,69.05,212.0,294.5,,344.25,3.11,81.0,588.5,480.2,0.9088,,284.5,6.53,517.0,195.1,,,,250.25,,18.58,184.1,132.0,5.4,561.0,265.5
2000-05-05,589.0,25.29,801.0,,27.29,58.4,9.65,,280.1,84.78,74.65,84.05,0.6731,99.7,296.5,68.62,207.5,292.9,,342.75,3.03,81.65,585.4,473.4,0.9035,,280.2,6.59,505.0,195.2,,,,248.25,,18.22,183.9,129.5,5.43,555.0,261.75
2000-05-08,576.0,26.08,778.0,,28.09,58.46,9.62,,277.6,85.18,74.18,83.55,0.6958,100.15,292.0,68.57,211.0,288.3,,337.25,3.17,81.05,584.0,475.0,0.9408,,275.8,6.45,507.0,194.0,,,,241.0,,17.87,182.8,128.0,5.45,547.25,258.0
2000-05-09,580.0,26.82,793.0,,28.65,59.66,9.6,,278.2,85.32,73.45,83.05,0.7138,100.45,291.25,68.7,217.75,293.5,,331.5,3.18,83.25,584.35,479.4,0.9506,,275.4,6.5,509.0,192.6,,,,238.75,,17.91,181.4,125.5,5.4,545.25,257.75
2000-05-10,586.0,26.42,795.0,,28.1,61.24,9.55,,278.7,83.88,72.82,82.85,0.7328,100.1,297.5,68.43,223.5,295.3,,334.75,3.32,83.75,583.6,486.0,0.912,,280.2,6.5,508.0,193.2,,,,244.25,,17.93,187.8,128.25,5.43,560.0,265.0
2000-05-11,606.0,27.45,826.0,,29.11,60.8,9.5,,276.5,84.03,72.75,83.0,0.7731,98.7,303.5,68.25,226.0,294.0,,338.25,3.35,83.5,577.6,486.0,0.9364,,278.5,6.63,506.0,194.3,,,,244.75,,17.85,187.8,128.5,5.37,559.0,272.5
2000-05-12,605.0,28.05,820.0,,29.62,62.23,9.45,,276.9,83.6,72.85,84.45,0.7683,94.5,306.25,67.93,229.0,293.4,,338.25,3.35,82.15,570.75,470.8,0.9404,,276.4,6.78,506.0,196.9,,,,245.75,,17.48,187.5,122.25,5.3,565.75,284.25
2000-05-15,600.0,28.33,810.0,,29.92,62.75,9.44,,276.4,83.95,70.85,84.05,0.7725,93.75,303.25,67.93,226.75,288.6,,337.0,3.4,82.55,565.0,465.0,0.9679,,269.1,6.95,506.0,197.1,,,,238.75,,17.03,183.1,119.75,5.36,549.75,282.25
2000-05-16,624.0,28.1,837.0,,29.73,62.62,9.42,,276.2,83.82,70.9,85.1,0.7684,94.65,302.5,68.12,227.0,291.9,,333.5,3.45,83.1,576.0,469.5,0.9831,,268.3,7.13,514.0,198.3,,,,235.5,,17.0,181.7,119.0,5.38,543.75,281.25
2000-05-17,618.0,27.89,821.0,,29.32,62.07,9.4,,273.8,84.1,71.03,84.3,0.7736,93.7,298.5,68.07,226.5,282.1,,330.75,3.69,82.15,572.25,486.9,0.9798,,268.9,7.06,504.0,196.6,,,,235.5,,17.05,179.7,119.0,5.44,541.25,277.0
2000-05-18,625.0,28.92,829.0,,30.33,62.1,9.4,,273.7,83.83,70.85,84.5,0.7987,94.1,295.0,67.95,231.5,282.6,,329.5,3.71,81.65,574.5,505.8,0.9903,,272.7,7.07,506.0,196.4,,,,238.0,,17.23,181.6,120.0,5.4,547.75,272.0
2000-05-19,647.0,28.59,857.0,,29.89,61.3,9.4,,274.6,83.82,68.85,84.25,0.7888,97.95,299.0,67.88,233.0,279.2,,331.5,3.83,80.55,578.5,524.4,0.9533,,274.7,7.21,503.0,201.0,,,,240.0,,17.19,183.6,121.75,5.44,554.5,276.25
2000-05-22,644.0,27.43,840.0,,28.73,63.44,9.38,,276.2,83.38,68.93,83.1,0.7612,103.3,305.0,67.78,225.25,276.9,,333.75,3.75,81.15,570.1,530.7,0.9311,,,7.42,505.0,204.5,,,,241.0,,17.21,183.8,122.0,5.45,553.0,280.25
2000-05-23,638.0,27.5,834.0,,28.78,63.42,9.38,,274.7,84.35,69.62,83.45,0.7536,103.7,307.25,68.1,223.25,284.5,,335.75,3.81,80.95,575.0,541.5,0.9359999999999999,,269.8,7.45,505.0,207.5,,,,238.25,,17.24,181.8,121.25,5.59,548.75,281.25
2000-05-24,645.0,28.61,850.0,,29.93,62.73,9.38,,273.8,84.05,68.03,83.85,0.7851,101.85,305.0,67.4,228.75,287.8,,335.0,4.07,83.25,568.0,548.8,0.9802,,269.2,7.56,502.0,212.6,,,,235.0,,17.17,179.1,119.25,5.63,542.25,279.5
2000-05-25,645.0,29.19,831.0,,30.51,63.28,9.38,,270.7,84.55,68.03,83.25,0.7909,99.25,307.5,67.5,232.0,293.6,,333.75,4.24,81.95,565.0,535.4,1.0121,,267.0,7.76,495.0,215.3,,,,230.5,,16.76,174.6,115.25,5.51,527.25,279.5
2000-05-26,638.0,29.22,835.0,,30.0,63.22,9.38,,275.0,84.2,68.75,83.55,0.7639,99.2,307.0,67.12,231.25,292.7,,332.5,4.27,81.85,567.5,539.4,1.0024,,267.7,7.81,496.0,215.3,,,,233.5,,16.66,178.4,116.0,5.49,534.25,280.75
2000-05-30,625.0,28.96,830.0,,30.35,61.01,9.38,,275.5,84.32,67.82,81.15,0.7648,100.4,302.25,66.75,230.5,298.0,,328.0,4.35,82.2,572.7,545.9,1.0652,,262.0,7.7,495.0,215.4,,,,224.25,,15.86,175.3,113.0,5.51,517.0,274.25
2000-05-31,635.0,28.31,842.0,,29.01,62.64,9.85,,274.8,84.78,68.3,81.45,0.7398,93.0,304.25,67.25,228.5,297.0,,327.5,4.36,81.35,582.85,539.4,1.038,,262.5,7.55,497.0,216.5,,8.23,,225.5,,15.87,176.7,113.0,5.48,517.5,274.75
2000-06-01,640.0,29.19,848.0,,30.14,60.25,9.85,,275.4,85.18,68.7,81.15,0.7615,94.45,298.25,67.57,228.25,294.6,,324.25,4.06,81.1,583.0,539.4,1.0167,,266.5,7.79,497.0,219.8,,,,225.5,,16.21,177.4,113.0,5.48,522.5,270.5
2000-06-02,631.0,29.05,848.0,,30.35,58.99,9.85,,284.2,84.97,70.2,79.3,0.7561,95.55,299.25,68.07,231.5,297.7,,326.5,4.04,82.0,596.35,552.3,1.0186,,267.5,8.14,505.0,227.1,,,,229.0,,16.76,179.7,113.5,5.43,533.75,271.25
2000-06-05,620.0,28.37,834.0,,29.7,58.55,9.85,,286.9,85.43,70.35,80.2,0.7435,94.1,295.0,68.43,225.75,298.2,,324.0,4.13,82.7,619.15,558.3,0.9989,,266.0,7.99,507.0,224.2,,,,225.5,,16.52,180.3,113.25,5.49,529.25,266.0
2000-06-06,618.0,28.59,861.0,,29.75,57.6,9.7,,291.8,85.47,71.25,80.45,0.7534,89.15,297.75,68.6,231.5,288.2,,325.5,4.29,82.1,621.15,551.4,0.9883,,265.8,8.15,511.0,226.6,,,,225.75,,16.44,180.8,113.75,5.54,530.5,267.0
2000-06-07,604.0,29.22,846.0,,29.95,58.25,9.65,,290.0,85.57,70.1,79.45,0.7491,92.05,296.25,68.35,227.25,286.9,,324.25,3.94,83.15,641.65,534.3,1.0106,,263.0,8.16,512.0,227.4,,,,219.75,,16.3,178.3,111.5,5.52,522.5,264.25
2000-06-08,627.0,29.07,895.0,,29.78,58.19,9.65,,286.8,85.18,69.43,79.75,0.7417,92.55,298.75,68.05,232.5,296.9,,324.5,4.13,82.85,644.7,539.9,1.0097,,263.1,8.18,510.0,229.8,,,,219.0,,16.5,177.6,111.75,5.51,521.5,266.5
2000-06-09,629.0,29.58,877.0,,30.2,58.35,9.65,,286.4,85.28,70.38,79.8,0.7423,91.85,299.75,68.53,232.25,304.6,,325.5,4.16,82.35,645.55,537.8,1.0182,,262.8,8.57,506.0,237.6,,,,219.25,,16.36,179.7,110.75,5.41,520.75,269.75
2000-06-12,624.0,31.21,882.0,,31.74,56.75,9.6,,289.1,86.5,69.05,79.45,0.7787,91.15,297.0,68.62,232.25,305.2,,323.0,4.21,82.05,647.25,544.0,1.044,,260.4,8.49,504.0,237.0,,,,208.25,,16.3,175.3,106.0,5.37,510.5,265.75
