Data,ca.f,cb.f,cc.f,ck.f,cl.f,ct.f,dl.f,fi.f,gc.f,gf.f,he.f,hg.f,ho.f,kc.f,ke.f,le.f,lf.f,ls.f,lu.f,mw.f,ng.f,oj.f,pa.f,pl.f,rb.f,rm.f,rs.f,sb.f,si.f,sw.f,tr.f,ux.f,xr.f,zc.f,zk.f,zl.f,zm.f,zo.f,zr.f,zs.f,zw.f
2009-08-06,1745.0,74.83,2815.0,14.3,71.81,60.82,10.99,,965.4,100.98,47.55,274.88,1.9354,134.35,534.0,89.13,611.0,205.2,69.85,579.25,3.767,103.0,271.0,1259.0,2.0607,1494.0,429.1,19.98,1460.0,518.9,,,271.0,340.4,1.56,37.5,314.2,205.0,13.71,1030.0,501.0
2009-08-07,1775.0,73.59,2870.0,14.26,70.81,62.39,11.09,,956.9,100.98,44.9,278.58,1.9173,137.45,525.25,89.13,607.5,197.1,69.9,573.25,3.682,104.9,278.0,1269.5,2.0081,1491.0,428.7,20.68,1466.0,537.2,,,272.25,326.4,1.54,37.51,319.5,199.25,13.87,1038.4,516.4
2009-08-10,1823.0,73.5,2915.0,14.13,70.67,63.7,11.05,,948.3,100.3,45.0,277.09,1.94,135.8,525.25,88.33,605.5,191.0,70.6,575.0,3.6439999999999997,111.15,275.7,1250.7,2.0274,1463.0,429.6,21.68,1433.0,557.4,,,272.25,331.0,1.5330000000000001,37.18,305.7,194.75,13.89,1010.0,521.0
2009-08-11,1790.0,72.46,2847.0,14.09,69.56,63.8,11.06,,947.1,100.05,44.3,274.42,1.912,136.7,517.0,87.65,599.0,193.7,70.35,568.75,3.556,113.7,275.15,1244.0,2.0422,1452.0,446.7,21.88,1429.0,560.0,,,276.75,330.4,1.535,38.73,313.5,199.0,13.72,1038.4,513.0
2009-08-12,1810.0,72.89,2898.0,14.29,70.37,63.65,11.1,,948.5,100.18,43.98,282.39,1.8965,135.4,519.0,88.35,594.25,196.0,70.6,563.0,3.4939999999999998,113.0,273.75,1245.0,2.0253,1437.0,445.5,22.79,1454.0,570.0,,,278.75,336.0,1.55,39.2,313.0,201.0,13.38,1044.0,517.0
2009-08-13,1830.0,73.48,2923.0,14.28,70.97,64.2,11.08,,956.0,100.08,45.4,291.2,1.9180000000000001,135.4,508.5,88.2,608.0,195.9,70.75,550.5,3.339,111.5,277.7,1272.1,2.0192,1415.0,440.0,22.17,1494.0,577.0,,,281.75,332.0,1.565,38.27,307.0,201.25,13.3,1018.6,509.4
2009-08-14,1785.0,71.44,2850.0,14.32,67.47,61.15,11.15,,949.1,100.28,44.65,282.33,1.8453,131.75,508.5,88.55,590.25,189.5,71.0,549.25,3.2539999999999996,104.25,276.8,1262.2,1.9380000000000002,1393.0,431.2,21.89,1466.0,553.0,,,278.0,327.6,1.555,37.79,289.0,201.25,13.3,981.4,509.0
2009-08-17,1739.0,70.54,2741.0,14.43,66.7,59.53,11.2,,935.1,100.23,44.7,276.61,1.8245,128.8,500.25,87.83,569.5,182.7,70.9,540.75,3.1860000000000004,100.8,267.25,1222.0,1.9515,1364.0,421.7,21.71,1394.0,551.8,,,270.5,322.2,1.5419999999999998,36.5,281.9,198.25,13.29,954.4,498.4
2009-08-18,1722.0,72.37,2725.0,14.71,70.21,58.85,11.2,,938.7,101.2,44.5,275.95,1.8603,127.9,498.5,88.85,582.25,181.4,71.1,540.5,3.47,98.75,272.75,1232.1,2.0002,1360.0,421.1,21.76,1390.0,547.3,,,272.0,322.4,1.5519999999999998,36.55,284.5,203.25,13.29,959.0,497.0
2009-08-19,1811.0,74.59,2906.0,14.86,72.22,59.25,11.21,,943.9,101.2,45.75,275.68,1.9245,128.85,497.25,88.68,600.5,179.3,71.1,538.5,3.48,98.65,272.95,1241.9,2.0346,1364.0,422.4,22.72,1384.0,557.2,,,273.0,327.6,1.568,36.69,283.5,203.25,13.19,958.0,494.0
2009-08-20,1833.0,73.33,2911.0,15.07,72.84,58.75,11.24,,941.4,101.2,46.93,274.11,1.9143,125.75,498.75,88.83,603.75,183.9,71.15,538.75,3.323,98.4,274.8,1243.3,1.9822,1344.0,422.1,21.75,1386.0,556.0,,,275.25,325.0,1.5819999999999999,36.4,283.8,202.5,13.19,957.0,497.0
2009-08-21,1872.0,74.19,2941.0,15.32,73.83,58.62,11.21,,954.8,100.6,47.85,286.47,1.9345,125.4,493.75,88.6,601.75,180.6,71.4,532.0,3.2319999999999998,98.6,285.9,1257.5,1.9956,1335.0,423.7,21.7,1414.0,553.0,,,276.75,324.6,1.611,36.95,290.5,205.0,13.12,973.0,487.2
2009-08-24,1866.0,74.26,2924.0,15.14,73.98,59.1,11.22,,941.7,100.45,46.83,288.85,1.9459,122.4,503.25,88.8,610.5,178.0,71.4,538.0,3.352,99.15,286.0,1243.6,2.0491,1316.0,427.6,21.71,1417.0,550.0,,,280.0,335.0,1.64,37.72,299.7,211.75,13.21,1007.4,498.4
2009-08-25,1902.0,71.82,2998.0,15.15,71.37,58.26,11.21,,946.3,100.13,48.3,283.8,1.8779,121.7,504.75,88.75,603.0,178.2,71.85,536.25,3.287,97.05,290.0,1247.3,2.0069999999999997,1335.0,426.2,21.97,1426.0,552.1,,,279.25,325.4,1.6230000000000002,37.16,298.5,215.5,13.22,999.0,497.0
2009-08-26,1884.0,71.65,2972.0,15.14,71.4,57.54,11.21,,946.5,99.48,47.05,285.95,1.8754,124.6,511.0,87.38,580.75,179.7,71.6,543.25,3.292,95.7,287.15,1238.0,1.9826,1399.0,432.6,22.4,1422.0,551.3,,,278.5,326.0,1.617,37.05,298.0,215.75,13.15,996.4,506.4
2009-08-27,1820.0,72.51,2820.0,15.1,72.79,57.72,11.2,,950.0,98.95,48.0,286.33,1.89,121.55,508.5,87.58,581.0,179.8,71.4,538.75,3.195,94.5,287.35,1242.4,2.0314,1375.0,432.7,22.5,1419.0,558.3,,,278.0,329.2,1.6269999999999998,36.84,296.5,216.0,13.15,996.0,503.4
2009-08-28,1806.0,72.79,2809.0,15.13,72.74,58.3,11.22,,957.0,98.05,48.08,294.52,1.895,122.3,500.0,86.7,596.75,172.1,70.4,521.5,3.035,94.3,292.8,1248.9,2.0618,1373.0,429.6,23.57,1476.0,573.1,,,277.0,329.6,1.6119999999999999,36.65,308.5,210.75,13.51,1011.0,496.0
2009-08-31,,69.65,2803.0,14.89,69.61,59.75,11.22,,952.3,97.43,48.15,283.85,1.8,122.55,505.0,86.68,562.75,176.8,,521.25,2.983,94.4,292.85,1244.0,1.9859,,424.6,24.3,1486.0,,,44.28,271.75,328.4,1.611,35.62,297.5,210.75,13.86,979.4,499.0
2009-09-01,1824.0,67.73,2839.0,14.77,68.39,58.23,,,957.5,96.8,49.5,281.77,1.7686,120.05,494.25,86.1,566.25,170.0,68.25,504.0,2.822,94.35,288.55,1228.0,1.7822,1374.0,414.2,24.28,1500.0,582.5,,,268.75,318.6,1.605,35.12,288.5,203.25,13.71,955.4,486.0
2009-09-02,1890.0,67.66,2930.0,14.99,68.03,58.85,,,980.8,98.5,48.83,281.25,1.7515,121.25,491.25,86.78,555.75,169.6,67.45,499.5,2.7239999999999998,93.8,288.45,1230.0,1.8086,1411.0,408.6,23.59,1530.0,568.6,,,268.5,319.0,1.6,34.7,292.2,201.5,13.62,951.0,485.0
2009-09-03,1862.0,67.12,2933.0,15.32,68.08,59.22,12.19,,993.6,98.35,49.9,286.56,1.7357,120.5,483.75,86.75,548.75,172.8,67.75,491.75,2.512,91.9,294.6,1252.0,1.7928,1405.0,408.3,23.08,1617.0,550.0,,,267.75,315.0,1.569,34.67,286.5,197.0,13.9,941.4,478.0
2009-09-04,1860.0,66.82,2937.0,15.18,67.74,59.57,12.13,,995.2,98.53,50.55,285.08,1.7147,124.05,477.0,86.65,538.5,174.1,67.0,498.5,2.7260000000000004,91.8,295.25,1259.0,1.7763,1418.0,399.0,21.65,1622.0,537.2,,,266.5,306.2,1.544,34.3,281.0,195.75,13.93,922.0,472.0
2009-09-07,1831.0,66.79,,15.29,,,,,,,,,,,,,,,67.0,,,,,,,1474.0,,,,520.6,,,263.25,,,,,,,,
2009-09-08,1857.0,69.42,2951.0,15.42,71.33,60.8,12.08,,994.4,99.18,51.05,294.23,1.7843,124.7,465.0,87.15,567.5,175.8,67.35,488.25,2.8369999999999997,91.25,298.3,1286.1,1.8289,1478.0,400.0,20.74,1647.0,520.0,,,263.25,307.2,1.569,34.8,284.3,193.0,13.95,936.4,457.4
2009-09-09,1899.0,69.83,3030.0,15.12,71.7,60.88,12.09,,991.1,100.23,49.65,291.67,1.7997,125.35,460.5,87.55,570.25,175.5,68.1,486.5,2.841,90.15,294.7,1291.0,1.8281,1479.0,396.0,21.1,1641.0,519.5,,,263.75,309.4,1.575,34.3,285.0,191.5,14.05,928.4,456.4
2009-09-10,1917.0,69.86,3067.0,15.05,72.13,60.9,12.02,,996.4,99.75,50.6,288.34,1.7925,124.65,462.5,87.2,570.25,175.0,68.25,484.5,3.2769999999999997,89.25,293.0,1290.7,1.8036,1463.0,398.6,23.49,1664.0,539.2,,,262.5,315.4,1.5919999999999999,34.25,285.4,195.25,14.02,926.4,458.0
2009-09-11,1918.0,67.69,3076.0,14.53,69.15,61.3,12.04,,1007.2,99.3,49.9,283.8,1.735,126.45,466.75,87.2,564.25,173.0,67.9,494.0,2.9939999999999998,89.75,293.45,1318.2,1.7598,1474.0,394.2,22.85,1668.0,538.5,,,260.0,320.0,1.594,33.9,276.0,196.0,13.52,903.0,466.0
2009-09-14,1927.0,67.44,3067.0,13.86,68.8,62.2,12.04,,999.4,98.9,48.8,279.85,1.74,133.85,456.5,87.0,551.75,171.6,66.75,484.75,3.345,90.0,295.2,1317.5,1.7433,1491.0,394.1,23.75,1659.0,544.2,,,254.5,317.4,1.61,33.8,278.3,205.5,13.16,909.0,452.0
2009-09-15,1983.0,69.86,3105.0,14.23,70.41,62.97,12.04,,1008.7,98.4,51.85,285.74,1.7766,134.7,,86.93,552.0,172.5,67.5,499.5,3.372,95.35,296.6,1322.7,1.7892,1488.0,402.1,23.19,1694.0,572.7,,,259.0,346.4,1.6680000000000001,34.75,297.5,217.25,13.31,960.0,470.2
2009-09-16,1982.0,71.67,3078.0,14.01,72.85,63.59,12.05,,1019.1,98.55,51.45,294.33,1.8219999999999998,134.1,480.0,86.65,562.5,175.1,68.1,499.75,3.76,98.5,300.0,1350.0,1.8483,1498.0,398.2,24.06,1739.0,591.6,,,258.5,335.6,1.65,34.73,294.0,217.25,13.27,950.4,467.4
2009-09-17,1977.0,71.55,3076.0,13.56,72.39,64.17,12.05,,1013.8,97.0,52.0,289.6,1.8415,135.85,474.25,85.4,586.75,182.0,68.25,500.5,3.4819999999999998,103.0,305.35,1340.0,1.8512,1510.0,396.4,23.65,1721.0,586.0,,,259.75,328.4,1.635,34.92,293.0,214.0,13.28,953.0,461.0
2009-09-18,2018.0,71.32,3116.0,13.6,71.71,64.47,12.08,,1007.3,97.43,50.3,279.73,1.8589,136.0,472.0,84.9,579.0,185.5,68.2,496.75,3.773,103.5,304.5,1337.5,1.8324,1499.0,390.2,23.23,1703.0,579.9,,,263.25,317.0,1.615,35.22,284.5,213.0,13.46,941.0,457.4
2009-09-21,2003.0,68.69,3079.0,13.9,69.82,62.41,12.08,,1003.8,96.7,49.38,280.77,1.78,136.0,469.0,84.53,559.25,176.5,68.0,493.25,3.605,99.85,298.75,1317.4,1.7514,1465.0,383.9,23.2,1683.0,573.0,,,257.25,316.0,1.6219999999999999,34.33,276.7,212.0,13.46,913.4,455.0
2009-09-22,2035.0,70.53,3169.0,13.67,71.62,64.15,12.07,,1016.3,96.75,48.75,285.95,1.8427,137.6,468.25,84.3,572.0,175.8,69.0,490.75,3.62,98.35,304.95,1337.6,1.7816,1465.0,385.1,23.53,1709.0,579.2,,,255.5,325.2,1.65,34.83,278.4,213.0,13.25,922.0,456.0
2009-09-23,2027.0,67.99,3153.0,13.29,68.27,64.67,12.06,,1008.5,97.95,50.05,280.7,1.7907,136.15,469.5,85.75,557.5,174.7,68.85,489.5,4.747,97.0,297.05,1329.5,1.7049,1466.0,381.0,23.18,1689.0,584.5,,,255.75,331.0,1.655,34.52,280.5,216.0,13.2,920.4,460.0
2009-09-24,2015.0,64.82,3057.0,12.75,66.05,64.81,12.06,,994.9,97.23,49.35,269.88,1.7107,129.2,483.75,85.2,539.25,173.9,68.25,500.25,4.895,91.5,298.0,1309.0,1.6366,1389.0,386.4,22.75,1626.0,571.4,,,256.5,336.4,1.663,34.4,278.5,219.0,13.06,919.4,472.0
2009-09-25,2035.0,65.11,3076.0,13.06,66.0,62.03,12.07,,989.7,96.73,49.03,272.65,1.7105,127.15,469.25,85.35,534.5,169.1,68.7,486.75,4.93,91.0,294.1,1282.0,1.6205,1390.0,386.6,23.33,1603.0,577.7,,,257.5,333.4,1.679,34.42,284.0,219.0,13.09,926.0,450.4
2009-09-28,2049.0,65.54,3075.0,13.51,67.18,62.8,12.07,,990.0,96.55,49.73,272.04,1.7211,127.0,475.0,85.78,542.25,170.2,69.1,488.25,4.829,90.75,293.0,1290.8,1.6380000000000001,1390.0,382.8,24.13,1616.0,593.5,,,256.0,339.0,1.722,33.62,283.5,225.0,13.21,919.4,458.0
2009-09-29,2036.0,65.49,3060.0,13.1,66.51,61.46,12.08,,993.3,95.75,50.15,272.32,1.724,125.3,468.5,85.58,537.25,168.2,69.6,483.25,4.867,91.85,291.0,1277.0,1.6281,1375.0,379.7,24.83,1615.0,611.0,,,256.0,342.0,1.765,33.78,284.0,234.0,13.3,917.0,449.0
2009-09-30,2085.0,69.07,3144.0,13.36,70.33,62.86,12.09,,1007.9,96.6,49.5,281.18,1.824,127.5,476.5,86.08,552.0,168.7,70.9,491.75,4.834,91.4,298.55,1300.4,1.7259,1386.0,379.6,25.22,1664.0,618.0,,46.11,259.0,343.0,1.7830000000000001,34.27,285.2,233.0,13.31,927.0,456.4
2009-10-01,2053.0,69.19,3091.0,13.22,70.26,61.45,12.72,,998.6,94.93,48.7,273.02,1.8213,126.75,469.5,84.8,563.0,171.7,71.2,487.75,4.494,92.3,292.5,1287.3,1.7579,1363.0,382.2,24.65,1640.0,609.3,,,260.0,339.4,1.831,34.6,280.5,224.0,13.3,918.0,450.4
2009-10-02,1988.0,68.07,3000.0,13.05,69.68,60.67,12.8,,1002.9,93.58,48.55,268.25,1.7915,129.6,459.5,84.0,554.25,172.3,70.4,478.0,4.702,93.1,299.05,1287.0,1.7409,1383.0,374.3,23.92,1621.0,589.8,,,255.75,334.0,1.876,34.12,268.3,220.5,13.11,885.0,443.0
2009-10-05,2133.0,68.04,3250.0,13.12,70.29,61.57,12.8,,1017.7,93.3,47.6,272.43,1.7923,130.1,461.75,83.9,544.25,172.7,70.8,481.0,4.996,93.85,303.1,1301.0,1.7539,1376.0,371.2,24.07,1651.0,597.8,,,254.75,341.6,1.776,33.82,270.3,222.0,13.13,885.0,443.0
2009-10-06,2120.0,68.56,3202.0,13.73,71.2,63.0,12.84,,1042.9,92.9,49.1,276.94,1.8173,133.25,475.5,83.55,568.5,171.3,72.5,496.5,4.887,93.0,308.0,1323.5,1.7727,1419.0,373.5,23.73,1724.0,605.5,,,258.5,359.0,1.818,34.26,277.5,228.25,13.15,910.0,461.0
2009-10-07,2133.0,67.2,3238.0,13.61,69.8,62.52,12.86,,1043.9,93.18,51.75,277.24,1.786,134.55,480.25,84.08,561.5,167.9,72.7,495.5,4.922,94.2,313.45,1325.9,1.7203,1437.0,372.7,22.91,1746.0,586.8,,,258.25,359.6,1.82,34.05,281.3,232.0,13.22,912.0,463.0
2009-10-08,2125.0,69.77,3247.0,13.42,71.33,63.71,12.86,,1056.9,93.8,53.55,288.05,1.8404,137.35,489.75,84.38,564.25,164.8,72.45,506.25,4.968,97.6,323.0,1350.0,1.7797,1481.0,376.8,22.59,1777.0,575.8,,,260.0,363.0,1.838,34.47,289.5,235.5,13.48,936.0,473.0
2009-10-09,2127.0,70.0,3188.0,13.78,72.2,62.98,12.75,,1048.6,94.48,52.78,283.38,1.8665,135.55,485.0,84.95,573.25,163.6,72.55,504.0,4.784,108.65,323.5,1337.0,1.768,1461.0,382.3,21.41,1765.0,559.5,,,261.25,364.0,1.824,35.18,298.0,240.0,13.4,964.0,468.4
2009-10-12,2064.0,71.36,3119.0,14.28,73.09,64.58,12.75,,1056.1,94.18,53.83,285.01,1.8940000000000001,138.4,511.0,85.3,573.25,171.4,73.15,525.5,4.874,111.4,329.15,1346.5,1.7990000000000002,1470.0,,21.6,1778.0,549.9,,,267.0,381.0,1.9,36.46,307.0,254.75,13.79,999.0,494.0
2009-10-13,2070.0,72.4,3112.0,14.32,74.42,65.88,12.75,,1063.1,93.13,53.68,278.75,1.9262,138.15,525.0,84.68,597.0,170.1,72.9,537.25,4.595,112.6,329.6,1363.2,1.8318,1427.0,388.4,22.83,1780.0,577.2,,,267.75,381.2,1.8880000000000001,36.1,306.0,258.5,13.9,993.0,512.0
2009-10-14,2095.0,73.1,3167.0,14.44,75.34,67.05,12.76,,1062.4,94.15,54.25,284.42,1.9435,139.0,524.0,85.58,605.75,180.1,73.2,541.25,4.437,112.3,330.95,1365.9,1.8575,1445.0,389.0,22.62,1787.0,581.4,,,266.25,381.6,1.882,36.18,306.0,253.5,14.04,994.0,512.0
2009-10-15,2127.0,76.23,3256.0,14.22,77.77,67.17,12.71,,1049.5,94.6,54.48,284.74,2.0142,137.6,518.0,85.65,616.0,180.4,73.15,531.25,4.52,112.85,327.9,1352.7,1.9449,1443.0,385.7,23.8,1737.0,596.5,,,266.75,373.4,1.8559999999999999,36.8,296.2,250.0,13.79,983.0,506.0
2009-10-16,2119.0,76.99,3284.0,14.14,79.03,68.18,12.73,,1052.6,95.13,54.1,283.79,2.0634,143.0,510.5,85.8,625.25,178.7,73.1,526.5,4.78,115.5,330.5,1345.8,1.9793,1460.0,387.3,23.89,1739.0,600.9,,,267.75,372.0,1.848,36.97,293.5,251.5,13.65,977.4,497.0
2009-10-19,2126.0,77.77,3320.0,14.44,79.98,66.38,12.73,,1062.8,95.53,54.05,294.9,2.0769,143.6,528.75,86.45,633.0,178.1,73.2,541.5,4.845,115.3,334.25,1362.9,1.9872,1461.0,394.0,24.19,1759.0,603.2,,,269.5,385.6,1.8880000000000001,37.68,298.5,259.0,13.87,996.2,516.0
2009-10-20,2143.0,77.24,3338.0,14.58,78.6,67.35,12.76,,1054.9,95.15,52.95,291.73,2.07,141.3,525.75,86.2,637.5,175.0,72.85,535.25,5.167999999999999,116.65,338.15,1351.9,1.9877,1446.0,396.5,23.74,1753.0,591.2,,,268.0,384.4,1.923,37.51,293.5,259.0,13.56,982.4,518.0
2009-10-21,2149.0,79.69,3379.0,14.97,80.95,68.35,12.75,,1058.1,96.73,53.68,302.84,2.1319,144.1,546.0,87.08,649.0,174.9,73.45,553.25,5.787000000000001,120.65,341.5,1374.1,2.0543,1450.0,399.7,24.06,1778.0,598.6,,,270.5,397.0,1.9809999999999999,38.52,298.7,263.0,13.61,1008.4,541.4
2009-10-22,2159.0,79.51,3386.0,14.46,81.23,68.49,12.72,,1059.3,96.68,53.73,299.35,2.1221,143.2,553.0,87.38,653.75,174.5,74.05,560.25,5.642,116.7,338.8,1369.7,2.0442,1437.0,383.6,23.07,1754.5,587.1,,,269.0,404.6,1.9880000000000002,38.32,301.5,264.25,13.54,1005.4,553.4
2009-10-23,2174.0,78.92,3370.0,14.39,79.97,67.5,12.78,,1055.2,95.78,53.1,302.25,2.0991,136.2,549.5,87.43,644.75,174.5,73.85,560.75,5.492000000000001,114.5,337.05,1367.0,2.0438,1363.0,380.4,22.95,1769.0,583.5,,,265.75,397.2,1.985,37.9,304.0,250.25,13.43,1006.0,548.0
2009-10-26,2175.0,77.26,3355.0,14.34,78.6,67.3,12.76,,1038.8,96.0,53.45,297.44,2.0661,136.3,531.0,87.15,636.5,175.6,72.8,545.75,5.2379999999999995,115.25,333.75,1343.2,2.0338,1365.0,381.7,23.15,1711.5,574.2,,,265.5,378.0,1.9709999999999999,37.6,294.0,247.5,13.41,988.6,527.0
2009-10-27,2172.0,77.92,3341.0,14.26,79.47,67.09,12.76,,1038.7,96.35,55.43,300.48,2.0731,136.25,510.5,87.1,640.75,175.5,73.45,526.5,5.3260000000000005,117.0,329.5,1319.7,2.0705,1394.0,386.2,22.62,1663.0,570.2,,,266.0,371.0,1.98,37.58,289.0,244.0,13.51,976.4,502.4
2009-10-28,2153.0,75.86,3325.0,14.24,77.11,66.6,12.76,,1027.4,95.85,55.95,293.4,2.0175,134.7,502.25,86.9,624.75,175.0,73.2,519.0,5.067,115.65,318.6,1312.0,1.9864,1393.0,387.4,21.9,1620.0,558.7,,,262.25,369.4,1.955,36.95,290.5,247.75,13.91,970.4,494.4
2009-10-29,2147.0,78.04,3354.0,14.75,79.98,67.73,13.8,,1047.0,95.03,57.2,302.61,2.0804,137.55,508.0,86.28,644.0,184.9,73.75,523.75,5.105,118.15,327.15,1338.0,2.019,1406.0,390.7,22.72,1662.0,576.6,,,265.0,380.4,1.955,37.52,294.4,257.25,14.08,987.0,504.0
2009-10-30,2127.0,75.2,3297.0,14.54,76.97,67.8,13.93,,1045.3,95.08,56.7,295.04,2.0107,135.45,499.0,85.68,624.75,186.9,75.4,512.75,5.044,115.45,322.65,1324.6,1.9432,1386.0,395.6,22.78,1621.0,580.5,,44.75,274.0,367.2,1.935,36.47,296.0,254.5,14.36,976.4,493.4
2009-11-02,2109.0,76.55,3252.0,14.54,78.01,67.84,13.82,,1059.5,95.58,57.73,294.72,2.0395,141.95,520.0,86.23,628.0,192.5,75.7,531.0,4.835,111.0,324.45,1335.9,1.9903,1431.0,402.8,23.35,1659.0,590.5,,,274.5,381.0,1.955,36.87,302.0,254.25,14.79,998.0,512.0
2009-11-03,2140.0,78.11,3295.0,14.39,79.38,67.4,13.86,,1085.3,95.28,57.55,297.17,2.064,140.7,520.0,85.7,625.25,187.1,75.6,529.0,4.934,111.9,329.0,1358.0,2.0004,1414.0,403.8,23.89,1683.0,593.8,,,276.0,389.6,1.95,37.51,306.0,257.0,14.88,1010.4,517.4
2009-11-04,2150.0,78.89,3257.0,14.36,80.24,68.11,13.88,,1091.8,96.7,57.8,299.03,2.0945,141.1,526.75,86.25,641.0,188.3,75.85,535.75,4.752,115.0,328.55,1371.2,2.0127,1408.0,398.4,23.66,1746.0,591.7,,,277.0,385.4,1.8659999999999999,37.57,302.0,258.0,14.96,999.0,522.4
2009-11-05,2108.0,77.99,3201.0,14.37,79.71,67.55,13.92,,1090.3,97.2,56.55,297.26,2.061,142.1,517.5,86.35,639.75,188.5,75.9,528.5,4.797,115.7,332.9,1360.2,1.9877,1406.0,402.6,22.87,1733.0,585.2,,,274.0,376.2,1.867,37.1,291.1,255.75,15.21,972.0,512.0
2009-11-06,2099.0,75.87,3235.0,13.97,77.57,66.55,14.0,,1095.5,96.08,55.7,295.67,2.0022,138.2,501.0,85.0,607.25,186.1,76.3,518.25,4.61,116.05,331.9,1347.6,1.9243,1402.0,,22.36,1736.0,581.0,,,269.75,366.6,1.8519999999999999,36.76,288.8,254.0,15.15,955.0,497.4
2009-11-09,2064.0,77.77,3225.0,13.87,79.21,67.67,14.09,,1103.2,95.7,55.7,298.35,2.0585,139.5,521.75,84.95,629.0,185.0,76.8,546.0,4.659,115.85,334.65,1363.0,1.9818,1370.0,385.2,22.36,1762.0,581.1,,,268.75,383.4,1.915,37.75,295.0,258.5,15.22,972.0,518.0
2009-11-10,2026.0,77.5,3142.0,13.72,78.83,69.1,14.08,,1104.9,94.73,55.63,296.99,2.0532,134.0,525.5,84.6,628.5,187.5,77.35,544.5,4.484,115.5,334.75,1347.1,1.9774,1275.0,383.2,22.05,1720.0,574.8,,,268.0,394.0,1.944,37.55,288.3,263.75,15.35,968.0,521.0
2009-11-11,2089.0,77.95,3193.0,13.52,79.21,67.27,14.04,,1117.1,93.45,55.7,298.71,2.0548,132.2,535.25,83.7,624.75,187.6,77.25,550.75,4.502,116.25,345.0,1371.6,1.9927,1313.0,,22.68,1742.0,590.0,,,269.75,392.4,1.975,38.66,289.0,266.5,15.13,972.0,530.0
2009-11-12,2043.0,76.02,3141.0,13.31,76.74,66.24,14.04,,1103.3,92.48,54.45,295.45,1.9827,130.1,535.0,82.8,615.25,194.0,77.15,548.5,4.376,117.15,350.15,1360.9,1.9405,1293.0,387.7,22.77,1725.0,595.0,,,273.25,390.6,1.969,38.78,300.3,269.0,14.73,990.0,532.0
2009-11-13,2019.0,76.31,3129.0,13.41,76.39,67.05,14.05,,1118.9,92.58,55.0,297.71,1.963,131.5,540.5,83.33,611.0,197.9,77.5,555.75,4.4030000000000005,115.35,357.0,1385.1,1.9162,1285.0,390.7,22.65,1738.0,593.7,,,274.0,389.6,2.0140000000000002,39.17,300.8,262.5,14.86,987.0,539.0
2009-11-16,2018.0,78.76,3161.0,13.74,78.91,72.71,14.08,,1137.7,92.38,62.35,311.78,2.0312,139.55,560.25,85.13,628.5,229.5,77.9,574.25,4.6160000000000005,112.75,376.2,1450.9,1.9868,1318.0,397.9,23.24,1806.0,607.6,,,276.25,402.0,2.082,40.25,304.0,264.0,15.26,1010.0,586.0
2009-11-17,2013.0,78.97,3154.0,13.35,79.39,72.17,14.07,,1141.3,92.78,63.98,312.05,2.0938,138.7,574.0,85.65,631.25,239.5,77.95,582.0,4.54,112.4,371.4,1462.1,2.0049,1308.0,402.5,23.12,1835.0,611.3,,,278.0,401.6,2.101,40.23,307.5,261.5,15.16,1029.4,594.0
2009-11-18,2078.0,79.47,3261.0,13.5,79.7,72.66,14.05,,1144.5,91.73,64.23,312.0,2.0846,140.75,565.25,84.98,643.0,230.5,78.55,570.25,4.262,112.95,372.7,1450.7,2.0114,1334.0,404.4,23.21,1860.0,624.5,,,280.75,399.0,2.12,40.2,310.5,259.5,15.2,1027.0,586.4
2009-11-19,2061.0,77.64,3225.0,13.39,78.39,73.08,14.06,,1144.6,91.83,63.28,310.32,2.0342,137.3,561.0,85.38,621.0,229.1,77.65,568.5,4.7219999999999995,113.4,370.0,1442.7,1.9695,1311.0,403.8,22.6,1843.0,608.6,,,280.5,411.0,2.121,39.9,318.5,259.5,15.28,1039.0,585.0
2009-11-20,2145.0,77.2,3271.0,13.07,77.66,73.97,14.06,,1150.6,92.68,64.38,311.87,2.0144,135.45,556.75,85.43,609.25,222.2,77.6,564.0,4.766,112.75,364.45,1443.2,1.9806,1324.0,406.8,22.44,1837.0,597.7,,,279.25,406.6,2.0909999999999997,40.1,316.7,258.0,15.17,1046.0,579.0
2009-11-23,2144.0,77.46,3287.0,13.1,77.48,74.45,14.04,,1164.6,92.88,65.53,314.22,2.0191,137.3,554.0,85.83,628.25,226.3,77.65,563.25,4.78,111.85,372.5,1465.2,1.9794,1334.0,401.6,22.12,1869.0,598.7,,,282.0,401.4,2.102,39.84,315.5,257.25,15.23,1042.0,578.4
2009-11-24,2121.0,76.46,3248.0,12.63,75.82,75.47,14.08,,1169.2,93.23,66.0,313.63,1.9912,136.1,529.5,85.5,601.75,234.8,77.55,540.0,4.7669999999999995,111.95,370.75,1448.2,1.939,1314.0,404.1,22.15,1842.0,599.5,,,279.75,392.4,2.079,40.12,309.8,257.5,15.28,1046.0,553.0
2009-11-25,2148.0,78.44,3324.0,12.88,77.76,75.19,14.08,,1188.9,93.3,67.65,318.99,2.036,138.65,546.5,85.75,609.25,235.0,77.55,551.75,5.156000000000001,114.5,372.35,1476.6,1.9976,1326.0,409.6,22.56,1868.0,604.0,,,281.75,408.0,2.108,41.01,309.5,258.0,15.49,1054.4,572.0
2009-11-26,2158.0,76.99,,12.93,76.23,,,,1192.8,,,312.4,2.0027,,,,610.75,,77.5,,5.172000000000001,,373.0,1462.0,,1317.0,,,1860.0,608.4,,,280.5,,,,,,,,
